OPE ID,School,ADDR,City,State,Zip Code,SchoolType,loans,grants,total,DL.Subsidized.Recipients,DL.Subsidized.# of Loans Originated,DL.Subsidized.$ of Loans Originated,DL.Subsidized.# of Disbursements,subudis,DL.Unsubsidized.Undergrad.Recipients,DL.Unsubsidized.Undergrad.# of Loans Originated,DL.Unsubsidized.Undergrad.$ of Loans Originated,DL.Unsubsidized.Undergrad.# of Disbursements,unsubudis,DL.Unsubsidized.Graduate.Recipients,DL.Unsubsidized.Graduate.# of Loans Originated,DL.Unsubsidized.Graduate.$ of Loans Originated,DL.Unsubsidized.Graduate.# of Disbursements,DL.Unsubsidized.Graduate.$ of Disbursements,DL.Parent.Plus.Recipients,DL.Parent.Plus.# of Loans Originated,DL.Parent.Plus.$ of Loans Originated,DL.Parent.Plus.# of Disbursements,DL.Parent.Plus.$ of Disbursements,DL.Grad.Plus.Recipients,DL.Grad.Plus.# of Loans Originated,DL.Grad.Plus.$ of Loans Originated,DL.Grad.Plus.# of Disbursements,DL.Grad.Plus.$ of Disbursements,Pell.Grant.Program.YTD Recipients,Pell.Grant.Program.YTD Disbursements,TEACH.Program.YTD Recipients,TEACH.Program.YTD Disbursements,Iraq.Afghanistan.Service.Grant.Program.YTD Recipients,Iraq.Afghanistan.Service.Grant.Program.YTD Disbursements,PBM LEN,SCH TYPE,YR 1,NBD 1,NBR 1,DRATE1,PRATE 1,YR 2,NBD 2,NBR 2,DRATE 2,PRATE 2,FFEL DEF,FFEL REP,FDSLP DEF,FDSLP REP,ETNC CODE,PROGRAM,CON DIS,REGION,AVGOR GE30
815500,The Evergreen State College,2700 Evergreen Parkway Northwest,Olympia,WA,985050002,Public,17153507,,17153507,2250,2448,9560098,5765,9378662,1822,2014,7924210,4599,7774845,203,241,3272034,589,3222312,287,327,4076831,775,3961694,22,28,139171,41,138945,,,,,,,8,1,2010,127,1181,10.7,A,2009,105,1123,9.3,A,127,1181,0,0,5,D,3,10,0
938700,Perry Technical Institute,2011 West Washington Avenue,Yakima,WA,989031239,Private,7664596,,7664596,837,1521,3650055,2462,3648889,815,1603,4020582,2579,4015707,,,,0,,73,106,501662,199,498525,,,,0,,,,,,,,5,2,2010,41,295,13.8,A,2009,29,230,12.6,A,37,284,15,168,5,D,4,10,0
954400,Spokane Falls Community College,3410 West Fort George Wright Drive,Spokane,WA,992245204,Public,12013682,,12013682,2266,2417,6731243,5154,6693395,1486,1584,5371708,3418,5320287,,,,0,,7,8,54757,16,54757,,,,0,,,,,,,,5,1,2010,249,1198,20.7,A,2009,215,1282,16.7,A,0,0,249,1198,5,D,5,10,0
970400,North Seattle Community College,9600 College Way North,Seattle,WA,981033599,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2010,0,0,,A,2009,0,0,0,A,0,0,0,0,5,D,7,10,0
970600,South Seattle Community College,6000  16th Avenue Southwest,Seattle,WA,981061499,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2010,0,0,,A,2009,0,0,0,A,0,0,0,0,5,D,7,10,0
973900,Glen Dow Academy of Hair Design & Salons,West 309 Riverside Avenue,Spokane,WA,992010209,Profit,1031007,,1031007,204,238,491915,454,442360,198,233,667296,443,588647,,,,0,,12,12,56226,23,53540,,,,0,,,,,,,,3,3,2010,13,108,12,A,2009,21,112,18.7,A,13,108,0,0,5,D,5,10,0
1036400,Whatcom Community College,237 West Kellogg Road,Bellingham,WA,982268003,Public,6050165,,6050165,1063,1063,3403026,2639,3040512,864,864,3470146,2190,3009653,,,,0,,13,13,133352,30,116310,,,,0,,,,,,,,5,1,2010,41,264,15.5,A,2009,37,202,18.3,A,41,263,0,1,5,D,2,10,0
1043400,Renton Technical College,3000 Northeast Fourth Street,Renton,WA,980564195,Public,2723625,,2723625,492,507,1265102,1188,1263450,443,456,1472354,1067,1460175,,,,0,,2,2,10582,4,10582,,,,0,,,,,,,,5,1,2010,35,193,18.1,A,2009,22,154,14.2,A,35,193,0,0,5,D,8,10,0
1148100,Divers Institute of Technology,1341 North Northlake Way,Seattle,WA,981030000,Profit,1661392,,1661392,209,209,716335,407,706394,195,211,986410,412,954998,,,,0,,26,26,593345,51,572954,,,,0,,,,,,,,3,3,2010,45,226,19.9,A,2009,30,207,14.4,A,45,226,0,0,5,D,7,10,0
1231500,Cornish College of the Arts,1000 Lenora Street,Seattle,WA,981214604,Private,4508806,,4508806,532,583,2449941,1061,2378364,564,653,2190470,1215,2130442,,,,0,,215,250,4512958,467,4374071,,,,0,,,,,,,,6,2,2010,26,198,13.1,A,2009,31,238,13,A,22,185,4,14,5,D,7,10,0
1249600,Toni & Guy Hairdressing Academy,18336 Aurora Avenue North          Suite 103,Shoreline,WA,981335615,Profit,799122,,799122,81,103,324276,183,322535,86,107,476632,197,476587,,,,0,,7,7,60844,10,60844,,,,0,,,,,,,,3,3,2010,12,51,23.5,A,2009,7,32,21.8,A,12,51,0,0,5,D,7,10,0
1302200,City University of Seattle,521 Wall Street,Seattle,WA,981211851,Private,4592533,,4592533,492,549,1932853,1379,1928697,498,564,2690111,1373,2663836,664,730,10305444,1917,10202057,2,2,25650,8,25650,43,48,412504,111,406882,,,,,,,8,2,2010,59,811,7.2,A,2009,48,793,6,A,59,810,0,1,5,D,8,10,0
1309400,Bellingham Beauty School,4192 Meridian Street,Bellingham,WA,982265515,Profit,91966,,91966,12,13,42832,22,42832,11,12,52134,21,49134,,,,0,,,,,0,,,,,0,,,,,,,,4,3,2010,4,19,21,A,2009,3,24,12.5,A,4,19,0,1,5,D,2,10,0
2105300,Evergreen Beauty And Barber College,14045 Northeast 20th Street,Bellevue,WA,980073722,Profit,731874,,731874,120,137,395450,254,373632,116,133,502958,217,358242,,,,0,,7,7,38030,14,37400,,,,0,,,,,,,,3,3,2010,1,13,7.6,A,2009,0,0,0,A,0,0,1,13,5,D,8,10,0
2106700,Trinity Lutheran College,2802 Wetmore Avenue,Everett,WA,982013569,Private,965750,,965750,122,122,534618,213,508885,126,134,496481,231,456865,,,,0,,7,7,62274,12,55356,,,,0,,,,,,,,6,2,2010,1,36,2.7,A,2009,4,26,15.3,A,1,36,0,0,5,D,8,10,0
2184200,Paroba College of Cosmetology,607 Southeast Everett Mall Way     Suite 5,Everett,WA,982083210,Profit,714553,,714553,100,109,320470,202,318949,98,104,399611,201,395604,,,,0,,5,5,20312,7,20312,,,,0,,,,,,,,3,3,2010,11,62,17.7,A,2009,14,70,20,A,11,57,0,5,5,D,2,10,0
2202200,Stylemasters College of Hair Design,1224 Commerce Avenue,Longview,WA,986323027,Profit,823562,,823562,116,134,420001,243,385751,106,122,454898,246,437811,,,,0,,2,2,8002,3,8002,,,,0,,,,,,,,3,3,2010,28,60,46.6,A,2009,10,27,37,A,28,60,0,2,5,D,3,10,0
2203300,Gene Juarez Beauty Schools,6007-A 244th Street Southwest,Mountlake Terrace,WA,980435427,Profit,3879591,,3879591,490,571,1833527,1076,1739408,478,565,2315778,1054,2140183,,,,0,,26,28,207687,51,188102,,,,0,,,,,,,,3,3,2010,113,462,24.4,A,2009,74,353,20.9,A,16,87,104,447,5,D,7,10,0
2222900,International Air & Hospitality Academy,2901 East Mill Plain Boulevard,Vancouver,WA,986614835,Profit,3289263,,3289263,518,519,1321099,1002,1306938,503,505,2007417,982,1982325,,,,0,,59,60,437463,115,421799,,,,0,,,,,,,,3,3,2010,81,382,21.2,A,2009,72,328,21.9,A,81,382,0,0,5,D,3,10,0
2236800,Professional Beauty School,2105 West Lincoln Avenue,Yakima,WA,989022414,Profit,123674,,123674,32,33,80750,55,80750,19,19,42924,31,42924,,,,0,,,,,0,,,,,0,,,,,,,,4,3,2010,5,39,12.8,A,2009,10,42,23.8,A,5,39,0,0,5,D,4,10,0
2242500,Bastyr University,14500 Juanita Drive Northeast,Kenmore,WA,980284966,Private,2167546,,2167546,188,219,1054912,544,1024876,182,218,1179460,542,1142670,604,747,22736218,2051,22055242,22,26,559709,65,513543,350,431,8317127,1261,8267287,,,,,,,8,2,2010,8,270,2.9,P,2009,2,311,0.6,P,8,270,8,270,5,D,1,10,0
2291300,The Art Institute of Seattle,2323 Elliott Avenue,Seattle,WA,981211622,Profit,11085264,,11085264,1244,1636,4887167,3828,4888702,1317,1658,6201241,3931,6196562,,,,0,,284,361,5404324,909,5345129,,,,0,,,,,,,,6,3,2010,171,990,17.2,A,2009,148,1007,14.6,A,163,967,8,30,5,D,7,10,0
2300100,Everest College,"155 Washington Avenue, Suite 200",Bremerton,WA,983671835,Profit,14689437,,14689437,2052,2280,6144759,4051,5878090,1965,2258,9233737,4031,8811347,,,,0,,55,60,527438,116,510574,,,,0,,,,,,,,5,3,2010,380,2212,17.1,A,2009,438,1749,25,A,380,2211,0,1,5,D,6,10,0
2326500,Interface College,178 South Stevens Street,Spokane,WA,992014326,Profit,674973,,674973,96,97,312500,297,263974,94,95,485849,291,410999,,,,0,,1,1,11700,2,5850,,,,0,,,,,,,,5,3,2010,32,108,29.6,A,2009,15,78,19.2,A,32,108,0,0,5,D,5,10,0
2331400,Northwest Hair Academy,615 South First Street,Mount Vernon,WA,982733810,Profit,678365,,678365,99,109,345854,198,322683,96,106,391405,189,355682,,,,0,,4,4,25260,6,19755,,,,0,,,,,,,,4,3,2010,23,138,16.6,A,2009,24,111,21.6,A,23,132,1,10,5,D,2,10,0
2504900,Beauty Academy,208 South Wenatchee Avenue,Wenatchee,WA,988013062,Profit,489018,,489018,77,82,247362,142,239079,65,68,260943,123,249939,,,,0,,1,1,5050,2,5050,,,,0,,,,,,,,4,3,2010,7,27,25.9,A,2009,6,28,21.4,A,2,6,5,24,5,D,4,10,0
2541900,BJ's Beauty & Barber College,5239 South Tacoma Way,Tacoma,WA,984094318,Profit,325395,,325395,72,75,227287,123,203679,43,43,134697,67,121716,,,,0,,,,,0,,,,,0,,,,,,,,4,3,2010,9,41,21.9,A,2009,15,46,32.6,A,0,0,9,41,5,D,6,10,0
2602100,Northwest College of Art & Design,16301 Creative Drive N.E.,Poulsbo,WA,983708625,Profit,806343,,806343,64,91,393756,174,389253,66,94,423590,178,417090,,,,0,,11,13,140431,25,140431,,,,0,,,,,,,,6,3,2010,5,37,13.5,A,2009,4,26,15.3,A,5,37,0,0,5,D,1,10,0
2606200,Everest College,981 Powell Avenue Sw               Suite 200,Renton,WA,980552990,Profit,9576534,,9576534,1288,1430,3863917,2453,3705604,1228,1381,6105837,2407,5870930,,,,0,,67,71,568634,131,535047,,,,0,,,,,,,,3,3,2010,392,1933,20.2,A,2009,601,1623,37,A,389,1900,3,34,5,D,9,10,0
2617500,Everest College,Northgate Meridian Building        2111 North Nort,Seattle,WA,981339018,Profit,10109710,,10109710,1345,1511,4133849,2631,3932334,1281,1467,6454778,2575,6177376,,,,0,,43,48,383177,88,370725,,,,0,,,,,,,,3,3,2010,122,785,15.5,A,2009,168,772,21.7,A,122,783,0,2,5,D,7,10,0
3065000,Lucas Marc Academy,71 Gage Boulevard,Richland,WA,993529700,Profit,526971,,526971,112,137,408577,242,378091,53,64,159466,114,148880,,,,0,,,,,0,,,,,0,,,,,,,,4,3,2010,0,23,,A,2009,0,0,0,A,0,0,0,23,5,D,4,10,0
3071800,ITT Technical Institute,13518 East Indiana Avenue,Spokane Valley,WA,992161589,Profit,8877887,,8877887,1031,1439,3847886,3311,3817559,1007,1361,5105662,3146,5060328,,,,0,,54,79,451741,179,439150,,,,0,,,,,,,,6,3,2010,431,1604,26.8,P,2009,363,1296,28,P,431,1604,431,1604,5,D,5,10,0
3099000,Cortiva Institute - Seattle,425 Pontius Avenue North           Suite 100,Seattle,WA,981095474,Profit,1676183,,1676183,271,292,687210,486,650481,252,275,1094818,469,1025702,,,,0,,19,20,165632,33,139408,,,,0,,,,,,,,3,3,2010,22,198,11.1,A,2009,19,214,8.8,A,22,198,0,0,5,D,7,10,0
3110800,Bakke Graduate University,1013 Eighth Avenue                 Suite 401,Seattle,WA,981041222,Private,,,,,,,0,,,,,0,,13,18,172989,30,136981,,,,0,,1,1,3588,2,3588,,,,,,,8,2,2010,0,4,,A,2009,0,2,0,A,0,0,0,4,5,D,1,10,0
3280300,Seattle Institute of Oriental Medicine,444 North East Ravenna Boulevard   Suite 101,Seattle,WA,981155542,Profit,,,,,,,0,,,,,0,,20,20,392170,57,385337,,,,0,,16,17,235133,50,230400,,,,,,,7,3,2010,0,9,,A,2009,0,3,0,A,0,9,0,0,5,D,7,10,0
3283300,Northwest HVAC/R Association & Training,204 East Nora Ave,Spokane,WA,992072336,Private,318154,,318154,41,41,138250,76,132320,38,38,189000,73,185834,,,,0,,,,,0,,,,,0,,,,,,,,3,2,2010,7,29,24.1,A,2009,11,24,45.8,A,7,29,0,0,5,D,5,10,0
3466400,The Seattle School of Theology And Psychology,2501 Elliot Avenue,Seattle,WA,981211177,Private,,,,,,,0,,,,,0,,207,210,3865001,568,3706899,,,,0,,56,58,536480,152,536480,,,,,,,8,2,2010,4,67,5.9,A,2009,3,98,3,A,4,67,0,0,5,D,1,10,0
3483500,Cascadia Community College,18345 Campus Way Northeast,Bothell,WA,980119510,Public,1884900,,1884900,326,332,829402,671,824376,318,322,1077843,694,1060524,,,,0,,2,2,11181,4,11181,,,,0,,,,,,,,5,1,2010,14,177,7.9,A,2009,21,135,15.5,A,14,177,0,0,5,D,1,10,0
3490400,Emil Fries Piano Hospital & Training Center,2510 East Evergreen Boulevard,Vancouver,WA,986614323,Private,10650,,10650,2,2,9000,3,9000,1,1,1650,1,1650,,,,0,,,,,0,,,,,0,,,,,,,,4,2,2010,0,2,,A,2009,0,1,0,A,0,2,0,0,5,D,3,10,0
3689400,Faith Evangelical College & Seminary,3504 North Pearl Street,Tacoma,WA,984072607,Private,818864,,818864,75,85,335286,231,317495,80,96,519902,257,501369,133,158,2360682,427,2285739,1,1,15424,4,14513,,,,0,,,,,,,,8,2,2010,4,39,10.2,A,2009,3,52,5.7,A,4,39,0,0,5,D,6,10,0
3724300,Digipen Institute of Technology,9931 Willows Road North East,Redmond,WA,980525170,Profit,4217406,,4217406,526,526,2203490,1001,2110027,517,517,2240325,980,2107379,27,27,539765,52,522295,204,205,5460086,388,5145665,21,21,202795,40,197041,,,,,,,8,3,2010,9,168,5.3,A,2009,7,140,5,A,9,168,0,0,5,D,1,10,0
3917300,Evergreen Beauty And Barber College,802 Se Everett Mall Way - Suite A,Everett,WA,982083759,Profit,897140,,897140,155,170,495915,323,473725,151,160,614028,253,423415,,,,0,,2,2,6700,4,6700,,,,0,,,,,,,,3,3,2010,11,109,10,A,2009,1,62,1.6,A,0,0,11,109,5,D,2,10,0
3932500,Total Cosmetology Training Center,5303 North Market Street,Spokane,WA,992176231,Profit,929684,,929684,145,151,436142,270,400404,129,135,568720,245,529280,,,,0,,,,,0,,,,,0,,,,,,,,3,3,2010,20,64,31.2,A,2009,10,64,15.6,A,0,0,20,64,5,D,5,10,0
3953300,Yakima Beauty School,401 North First Street,Yakima,WA,989012202,Profit,67500,,67500,17,17,61500,29,61500,3,3,6000,5,6000,,,,0,,,,,0,,,,,0,,,,,,,,4,3,2010,0,0,,A,2009,0,0,0,A,0,0,0,0,5,D,4,10,0
4120000,Sunnyside Beauty Academy,440 Barnard Boulevard              Suite 2,Sunnyside,WA,989448711,Profit,69256,,69256,15,17,44716,26,39050,14,14,35731,21,30206,,,,0,,,,,0,,,,,0,,,,,,,,3,3,2010,1,9,11.1,A,2009,0,2,0,A,0,0,1,9,5,D,4,10,0
4127200,Victoria's Academy of Cosmetology,23 West 1st Avenue,Kennewick,WA,993363826,Profit,548166,,548166,83,98,293258,143,289525,75,113,259746,153,258641,,,,0,,,,,0,,,,,0,,,,,,,,3,3,2010,11,37,29.7,A,2009,1,25,4,A,0,0,11,37,5,D,4,10,0
4130500,Pacific Northwest University of Health Sciences,111 University Parkway             Suite 202,Yakima,WA,989011471,Private,,,,,,,0,,,,,0,,200,303,12615779,613,12564668,,,,0,,177,266,7516524,595,7417851,,,,,,,7,2,2010,0,0,,A,2009,0,0,0,A,0,0,0,0,5,D,4,10,0
4130800,Cascade Beauty College,435 East Main Street,Auburn,WA,980025504,Profit,103026,,103026,16,17,61916,28,55654,9,11,47372,20,47372,,,,0,,,,,0,,,,,0,,,,,,,,3,3,2010,2,15,13.3,A,2009,3,4,75,A,2,15,0,0,5,D,9,10,0
4132800,Inland Massage Institute,775 East Holland Avenue Suite 110,Spokane,WA,992185016,Profit,195642,,195642,36,36,102273,59,83784,34,34,135378,57,111858,,,,0,,,,,0,,,,,0,,,,,,,,3,3,2010,5,28,17.8,A,2009,1,10,10,A,0,0,5,28,5,D,5,10,0
4149400,Gary Manuel Aveda Institute,1514 10th Avenue                   Capitol Hill -,Seattle,WA,981223807,Profit,2374642,,2374642,283,322,1031771,612,986851,291,339,1456185,637,1387791,,,,0,,30,50,344283,90,340665,,,,0,,,,,,,,3,3,2010,2,23,8.6,A,2009,0,0,0,A,0,0,2,23,5,D,7,10,0
4149600,GP Institute of Cosmetology,306 23rd Ave S # 200,Seattle,WA,981442371,Profit,130297,,130297,17,20,66500,29,52500,18,21,100167,31,77797,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155000,Northwest School of Wooden Boat Building,42 North Water Street,Port Hadlock,WA,983398706,Private,143032,,143032,25,26,64200,49,63034,21,22,81998,40,79998,,,,0,,,,,0,,,,,0,,,,,,,,5,2,2010,0,1,,A,2009,0,0,0,A,0,0,0,1,5,D,6,10,0
4161200,Bainbridge Graduate Institute,220 Second Avenue South            4th Floor,Seattle,WA,981042617,Private,,,,,,,0,,,,,0,,108,127,2279934,319,2088611,,,,0,,57,65,1153548,150,1049216,,,,,,,8,2,2010,0,2,,A,2009,0,0,0,A,0,0,0,2,5,D,1,10,0
4170100,The Salon Professional Academy,3702 South Fife Street             Suite B102,Tacoma,WA,984097360,Profit,1270635,,1270635,126,159,571611,284,571611,127,162,699024,293,699024,,,,0,,17,20,99347,25,97310,,,,0,,,,,,,,4,3,2010,0,1,,A,2009,0,0,0,A,0,0,0,1,5,D,6,10,0
4172900,Academy of Cosmetology,1368 Jadwin Avenue,Richland,WA,993543404,Profit,125519,,125519,15,19,59931,35,56089,15,19,72820,34,69430,,,,0,,1,1,4546,1,4546,,,,0,,,,,,,,4,3,2010,0,0,,A,2009,0,0,0,A,0,0,0,0,5,D,4,10,0
4188900,Northwest Institute of Literary Arts,5611 Bayview Rd.,Langley,WA,982490000,Private,,,,,,,0,,,,,0,,15,15,261152,28,260599,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191900,Paul Mitchell The School Spokane,15303 E Sprague Ave,Spokane Valley,WA,990375041,Profit,1731929,,1731929,223,259,837835,420,829272,205,238,918427,393,902657,,,,0,,5,5,23128,5,23128,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
